Stage;Segment;Experience Level;Product Tier;CampaignType;Industry;Market Maturity;Territory;Country;State Province;Created Date;CloseDate;Status;Units;Revenue;ClosePct;Product Name;Product Category;List Price
Prospecting;Enterprise;Junior;Basic;Conference;Healthcare;Mature;North America;United States;New York;2024-02-01;2024-02-19;Lost;4589;133106,29;0,2;Stylus Pro;Accessories;29
Qualification;Mid-Market;Principal;Standard;Email Campaign;Government;Emerging;LATAM;Brazil;São Paulo;2024-01-07;2024-02-21;Lost;169;41317,59;0,3;ReadingPlus Annual;Software;244
Prospecting;Enterprise;Junior;Premium;Webinar;Education;Mature;North America;Canada;British Columbia;2024-01-16;2024-02-22;Lost;62;85773,92;0,1;Onsite Training;Services;1382
Qualification;Enterprise;Junior;Premium;Digital Ads;Healthcare;Mature;EMEA;France;Île-de-France;2024-02-01;2024-02-22;Lost;98;80434,57;0,4;Premium Support;Services;819
Qualification;Mid-Market;Mid-Level;Premium;Webinar;Government;Growth;APAC;Australia;New South Wales;2024-01-25;2024-02-22;Lost;86;59932,37;0,2;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Enterprise;Junior;Premium;Conference;Finance;Mature;EMEA;Germany;Hesse;2024-01-20;2024-02-23;Lost;204;159539,32;0,2;"E-reader Platinum 8"" 32 GB";Devices;780
Negotiation;Mid-Market;Principal;Standard;Email Campaign;Finance;Emerging;LATAM;Brazil;São Paulo;2023-12-27;2024-02-24;Won;431;78173,73;0,7;Office Suite Basic;Software;181
Proposal;Mid-Market;Principal;Basic;Conference;Healthcare;Growth;APAC;India;Delhi;2024-02-09;2024-02-24;Won;764;76488,88;0,4;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Junior;Standard;Digital Ads;Government;Mature;EMEA;Spain;Madrid;2023-12-11;2024-02-24;Won;304;48704,29;0,7;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Senior;Basic;Digital Ads;Manufacturing;Growth;APAC;India;Delhi;2023-12-21;2024-02-24;Lost;365;47186,41;0,7;Parental Control Suite;Software;129
Prospecting;Mid-Market;Senior;Basic;Webinar;Government;Mature;EMEA;United Kingdom;England;2024-01-15;2024-02-25;Lost;349;30037,12;0,1;Travel Adapter Kit;Accessories;86
Prospecting;Mid-Market;Senior;Premium;Webinar;Technology;Growth;APAC;India;Karnataka;2024-01-23;2024-02-28;Lost;35;30139,37;0,0;Extended Warranty;Services;855
Proposal;Enterprise;Senior;Standard;Webinar;Finance;Mature;North America;United States;Texas;2024-01-28;2024-02-28;Won;875;140022,19;0,4;Office Suite Enterprise;Software;160
Proposal;Mid-Market;Principal;Standard;Webinar;Finance;Mature;EMEA;France;Auvergne-Rhône-Alpes;2024-02-16;2024-02-28;Won;155;60947,52;0,5;Installation Service;Services;393
Prospecting;Mid-Market;Junior;Basic;Webinar;Healthcare;Mature;North America;United States;Texas;2024-01-06;2024-03-01;Lost;550;58945,95;0,0;Premium Headphones;Accessories;107
Negotiation;Mid-Market;Junior;Basic;Email Campaign;Healthcare;Mature;North America;Canada;Ontario;2024-02-12;2024-03-02;Won;735;21316,9;0,7;Stylus Pro;Accessories;29
Qualification;Mid-Market;Senior;Basic;Digital Ads;Manufacturing;Mature;North America;Canada;British Columbia;2023-12-31;2024-03-03;Won;370;24445,33;0,4;Wireless Charger Pad;Accessories;66
Proposal;Enterprise;Principal;Standard;Email Campaign;Manufacturing;Mature;North America;Canada;Quebec;2024-01-18;2024-03-05;Won;473;85782,82;0,4;Office Suite Basic;Software;181
Prospecting;Mid-Market;Principal;Basic;Email Campaign;Finance;Mature;EMEA;France;Auvergne-Rhône-Alpes;2023-08-11;2024-03-06;Won;475;55614,35;0,2;"Protective Case 6""";Accessories;117
Prospecting;Mid-Market;Senior;Basic;Digital Ads;Finance;Mature;North America;United States;New York;2024-02-24;2024-03-06;Lost;2574;74667,91;0,0;Stylus Pro;Accessories;29
Prospecting;Mid-Market;Mid-Level;Standard;Conference;Government;Growth;APAC;Australia;Victoria;2024-02-09;2024-03-06;Lost;193;38986,45;0,0;Smart Speaker Mini;Devices;201
Qualification;Mid-Market;Senior;Basic;Email Campaign;Retail;Mature;EMEA;United Kingdom;Scotland;2024-02-19;2024-03-06;Lost;682;45033,69;0,3;Wireless Charger Pad;Accessories;66
Negotiation;Mid-Market;Junior;Basic;Digital Ads;Education;Mature;EMEA;Spain;Catalonia;2024-02-13;2024-03-06;Won;289;33869,31;0,8;"Protective Case 6""";Accessories;117
Negotiation;Mid-Market;Mid-Level;Basic;Webinar;Technology;Emerging;LATAM;Mexico;Jalisco;2024-02-04;2024-03-07;Won;195;25237,01;0,7;Parental Control Suite;Software;129
Prospecting;Mid-Market;Junior;Premium;Webinar;Technology;Mature;North America;Canada;Ontario;2024-03-01;2024-03-12;Lost;81;44668,42;0,0;Smart Speaker Max;Devices;546
Prospecting;Mid-Market;Mid-Level;Premium;Conference;Manufacturing;Growth;APAC;Australia;New South Wales;2024-02-03;2024-03-12;Lost;33;45993,42;0,1;Onsite Training;Services;1382
Prospecting;Enterprise;Mid-Level;Standard;Webinar;Manufacturing;Growth;APAC;India;Karnataka;2024-02-21;2024-03-12;Lost;252;99128,84;0,1;Installation Service;Services;393
Negotiation;Mid-Market;Senior;Basic;Partner Program;Finance;Mature;EMEA;Germany;Berlin;2024-01-04;2024-03-13;Won;462;30503,96;0,6;Wireless Charger Pad;Accessories;66
Qualification;Mid-Market;Mid-Level;Standard;Partner Program;Manufacturing;Mature;North America;Canada;British Columbia;2024-01-08;2024-03-13;Lost;163;39877,2;0,3;ReadingPlus Annual;Software;244
Negotiation;Enterprise;Junior;Premium;Webinar;Retail;Mature;North America;United States;New York;2024-02-16;2024-03-14;Won;248;135577,89;0,7;Smart Speaker Max;Devices;546
Proposal;Enterprise;Principal;Premium;Partner Program;Healthcare;Mature;EMEA;France;Île-de-France;2023-11-30;2024-03-14;Lost;183;99947,13;0,5;Smart Speaker Max;Devices;546
Qualification;Mid-Market;Principal;Basic;Digital Ads;Finance;Mature;EMEA;France;Île-de-France;2023-11-24;2024-03-15;Lost;404;47298,82;0,2;Cloud Sync Pro;Software;117
Qualification;Mid-Market;Principal;Premium;Conference;Technology;Emerging;LATAM;Mexico;Mexico City;2023-11-17;2024-03-16;Lost;93;51230,85;0,3;Smart Speaker Max;Devices;546
Prospecting;Mid-Market;Junior;Premium;Partner Program;Retail;Mature;North America;Canada;Ontario;2024-01-21;2024-03-17;Lost;36;50456,86;0,2;Onsite Training;Services;1382
Proposal;Mid-Market;Mid-Level;Basic;Digital Ads;Finance;Emerging;LATAM;Brazil;Rio de Janeiro;2024-03-01;2024-03-18;Won;468;60469,96;0,5;Parental Control Suite;Software;129
Negotiation;Mid-Market;Principal;Basic;Conference;Technology;Mature;EMEA;Denmark;Jylland;2024-03-10;2024-03-19;Won;354;23387,05;0,7;Wireless Charger Pad;Accessories;66
Negotiation;Mid-Market;Junior;Basic;Email Campaign;Manufacturing;Growth;APAC;Japan;Osaka;2023-12-16;2024-03-19;Lost;299;32010,41;0,6;Premium Headphones;Accessories;107
Negotiation;Mid-Market;Junior;Premium;Digital Ads;Manufacturing;Mature;EMEA;United Kingdom;England;2023-12-27;2024-03-20;Lost;36;50251,18;0,7;Onsite Training;Services;1382
Qualification;Mid-Market;Principal;Basic;Email Campaign;Healthcare;Emerging;LATAM;Mexico;Jalisco;2023-11-16;2024-03-20;Lost;493;57740,5;0,3;"Protective Case 6""";Accessories;117
Negotiation;Mid-Market;Junior;Premium;Partner Program;Education;Growth;APAC;Australia;Victoria;2024-02-18;2024-03-20;Won;85;66518,04;0,7;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Senior;Basic;Email Campaign;Manufacturing;Emerging;LATAM;Brazil;Rio de Janeiro;2024-02-22;2024-03-22;Lost;509;59561,53;0,1;"Protective Case 6""";Accessories;117
Qualification;Mid-Market;Senior;Basic;Partner Program;Manufacturing;Emerging;LATAM;Brazil;Rio de Janeiro;2024-01-23;2024-03-23;Lost;613;61356,33;0,3;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Mid-Market;Senior;Standard;Digital Ads;Education;Growth;APAC;India;Delhi;2023-12-04;2024-03-24;Lost;182;44609,97;0,5;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Junior;Premium;Email Campaign;Finance;Emerging;LATAM;Brazil;Rio de Janeiro;2024-02-03;2024-03-25;Won;42;62572,66;0,5;Data Migration;Services;1487
Proposal;Mid-Market;Senior;Premium;Conference;Government;Growth;APAC;Japan;Osaka;2024-02-06;2024-03-25;Won;22;31268;0,5;Onsite Training;Services;1382
Final Review;Mid-Market;Senior;Standard;Webinar;Manufacturing;Mature;EMEA;United Kingdom;Scotland;2024-02-24;2024-03-26;Won;245;44365,04;0,8;Office Suite Basic;Software;181
Prospecting;Mid-Market;Senior;Standard;Digital Ads;Finance;Growth;APAC;Japan;Tokyo;2024-01-07;2024-03-27;Won;464;74256,22;0,0;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Principal;Basic;Webinar;Healthcare;Growth;APAC;India;Delhi;2024-03-06;2024-03-28;Won;289;24886,01;0,7;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Mid-Level;Premium;Webinar;Technology;Mature;EMEA;United Kingdom;Scotland;2024-01-24;2024-03-28;Won;21;31495,25;0,7;Data Migration;Services;1487
Proposal;Mid-Market;Principal;Basic;Email Campaign;Finance;Mature;EMEA;Spain;Catalonia;2024-03-18;2024-03-29;Won;614;52849,62;0,6;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Principal;Basic;Conference;Government;Growth;APAC;Australia;New South Wales;2024-02-29;2024-03-29;Won;719;47458,01;0,7;Wireless Charger Pad;Accessories;66
Negotiation;Mid-Market;Senior;Standard;Email Campaign;Manufacturing;Mature;EMEA;United Kingdom;Scotland;2024-02-17;2024-03-29;Won;269;48838,77;0,7;Office Suite Basic;Software;181
Prospecting;Enterprise;Junior;Basic;Partner Program;Manufacturing;Growth;APAC;Japan;Tokyo;2024-02-02;2024-03-29;Won;723;84601,57;0,0;Cloud Sync Pro;Software;117
Prospecting;Mid-Market;Senior;Basic;Conference;Education;Emerging;LATAM;Brazil;Rio de Janeiro;2024-03-20;2024-03-29;Lost;225;29075,14;0,1;Parental Control Suite;Software;129
Proposal;Enterprise;Mid-Level;Premium;Digital Ads;Manufacturing;Growth;APAC;Japan;Tokyo;2024-02-11;2024-03-30;Won;175;143632,17;0,5;Premium Support;Services;819
Qualification;Mid-Market;Senior;Basic;Webinar;Manufacturing;Mature;EMEA;Spain;Madrid;2024-03-03;2024-04-01;Won;462;46235,51;0,4;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Senior;Premium;Partner Program;Retail;Growth;APAC;Australia;New South Wales;2024-02-22;2024-04-01;Won;42;63849,24;0,7;Data Migration;Services;1487
Negotiation;Mid-Market;Principal;Basic;Partner Program;Finance;Mature;EMEA;Spain;Madrid;2023-11-11;2024-04-02;Won;439;51479,18;0,6;"Protective Case 6""";Accessories;117
Prospecting;Enterprise;Principal;Standard;Partner Program;Manufacturing;Mature;North America;Canada;Quebec;2024-02-02;2024-04-05;Lost;246;97010,55;0,1;Installation Service;Services;393
Prospecting;Mid-Market;Junior;Standard;Digital Ads;Technology;Mature;North America;United States;Washington;2024-02-11;2024-04-05;Won;195;47721,49;0,0;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Junior;Premium;Email Campaign;Technology;Growth;APAC;Japan;Osaka;2024-01-24;2024-04-09;Won;42;34708,05;0,5;Premium Support;Services;819
Prospecting;Mid-Market;Junior;Premium;Conference;Manufacturing;Growth;APAC;India;Karnataka;2024-02-24;2024-04-09;Won;32;48184,92;0,0;Data Migration;Services;1487
Negotiation;Mid-Market;Senior;Standard;Digital Ads;Government;Mature;North America;Canada;Ontario;2023-12-24;2024-04-10;Won;238;43089,5;0,8;Office Suite Basic;Software;181
Qualification;Mid-Market;Principal;Basic;Digital Ads;Education;Mature;North America;Canada;Quebec;2024-01-02;2024-04-12;Won;438;37669,12;0,3;Travel Adapter Kit;Accessories;86
Qualification;Mid-Market;Principal;Basic;Partner Program;Government;Mature;North America;United States;California;2024-03-07;2024-04-14;Won;364;36413,45;0,2;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Mid-Market;Mid-Level;Premium;Conference;Government;Mature;North America;United States;New York;2024-02-18;2024-04-15;Lost;63;52133,79;0,5;Premium Support;Services;819
Prospecting;Mid-Market;Principal;Basic;Digital Ads;Finance;Growth;APAC;India;Karnataka;2024-03-12;2024-04-15;Lost;302;35400,15;0,1;"Protective Case 6""";Accessories;117
Final Review;Mid-Market;Senior;Premium;Webinar;Education;Mature;North America;United States;Washington;2024-02-25;2024-04-16;Won;50;40952,87;0,8;Premium Support;Services;819
Final Review;Mid-Market;Principal;Premium;Partner Program;Technology;Mature;North America;United States;New York;2024-01-13;2024-04-18;Won;138;75698,66;0,8;Smart Speaker Max;Devices;546
Proposal;Mid-Market;Principal;Premium;Email Campaign;Government;Mature;EMEA;Denmark;Jylland;2024-04-06;2024-04-19;Won;68;58243,84;0,5;Extended Warranty;Services;855
Negotiation;Mid-Market;Principal;Premium;Digital Ads;Manufacturing;Mature;EMEA;Spain;Catalonia;2024-01-27;2024-04-20;Won;71;49482,15;0,6;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Principal;Premium;Digital Ads;Education;Mature;North America;United States;New York;2024-04-04;2024-04-21;Won;57;79747,39;0,4;Onsite Training;Services;1382
Negotiation;Enterprise;Senior;Premium;Email Campaign;Finance;Mature;EMEA;Germany;Bavaria;2024-03-17;2024-04-22;Won;145;124022,98;0,7;Extended Warranty;Services;855
Qualification;Mid-Market;Mid-Level;Premium;Email Campaign;Healthcare;Growth;APAC;India;Karnataka;2024-03-29;2024-04-22;Lost;33;46082,26;0,3;Onsite Training;Services;1382
Proposal;Mid-Market;Principal;Premium;Partner Program;Manufacturing;Mature;EMEA;Spain;Madrid;2024-01-18;2024-04-22;Won;91;71237,07;0,5;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Enterprise;Junior;Premium;Email Campaign;Finance;Mature;EMEA;Germany;Hesse;2024-04-10;2024-04-22;Lost;133;104150,66;0,0;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Healthcare;Emerging;LATAM;Brazil;Rio de Janeiro;2024-04-03;2024-04-25;Lost;561;72435,1;0,2;Parental Control Suite;Software;129
Prospecting;Mid-Market;Mid-Level;Basic;Email Campaign;Retail;Mature;North America;Canada;Quebec;2024-04-12;2024-04-27;Lost;943;62272,43;0,1;Wireless Charger Pad;Accessories;66
Qualification;Mid-Market;Mid-Level;Premium;Partner Program;Education;Growth;APAC;India;Karnataka;2024-03-15;2024-04-27;Lost;38;57759,86;0,3;Data Migration;Services;1487
Prospecting;Enterprise;Principal;Basic;Conference;Finance;Emerging;LATAM;Brazil;São Paulo;2024-01-18;2024-04-28;Lost;775;90788,86;0,2;"Protective Case 6""";Accessories;117
Prospecting;Enterprise;Mid-Level;Standard;Email Campaign;Healthcare;Mature;North America;Canada;Quebec;2024-04-03;2024-04-28;Won;455;91628,14;0,1;Smart Speaker Mini;Devices;201
Proposal;Mid-Market;Senior;Standard;Email Campaign;Education;Mature;EMEA;Spain;Catalonia;2024-02-09;2024-05-01;Won;256;40965,05;0,4;Office Suite Enterprise;Software;160
Negotiation;Enterprise;Junior;Standard;Digital Ads;Manufacturing;Emerging;LATAM;Brazil;Rio de Janeiro;2024-03-20;2024-05-01;Won;371;90574,81;0,7;ReadingPlus Annual;Software;244
Negotiation;Enterprise;Principal;Premium;Email Campaign;Education;Mature;EMEA;France;Île-de-France;2024-03-02;2024-05-04;Won;207;113179,07;0,7;Smart Speaker Max;Devices;546
Final Review;Mid-Market;Mid-Level;Basic;Webinar;Technology;Mature;EMEA;Spain;Madrid;2024-02-22;2024-05-05;Won;271;31782,72;0,9;"Protective Case 6""";Accessories;117
Final Review;Mid-Market;Senior;Basic;Webinar;Manufacturing;Growth;APAC;Japan;Osaka;2024-03-22;2024-05-06;Won;595;76789,41;0,9;Parental Control Suite;Software;129
Proposal;SMB;Principal;Basic;Webinar;Government;Growth;APAC;India;Maharashtra;2024-03-25;2024-05-06;Won;165;19366,32;0,5;"Protective Case 6""";Accessories;117
Negotiation;Enterprise;Principal;Premium;Digital Ads;Retail;Mature;North America;Canada;Ontario;2024-02-02;2024-05-08;Won;83;124693,61;0,6;Data Migration;Services;1487
Proposal;Enterprise;Junior;Standard;Webinar;Education;Mature;North America;United States;Washington;2024-04-14;2024-05-10;Lost;439;88287,6;0,4;Smart Speaker Mini;Devices;201
Proposal;Enterprise;Junior;Standard;Digital Ads;Healthcare;Mature;EMEA;United Kingdom;Scotland;2024-03-06;2024-05-12;Won;811;129815,48;0,5;Office Suite Enterprise;Software;160
Prospecting;Mid-Market;Junior;Basic;Webinar;Manufacturing;Mature;EMEA;Denmark;Hovedstaden;2024-02-16;2024-05-12;Lost;1466;42538,96;0,1;Stylus Pro;Accessories;29
Qualification;Mid-Market;Junior;Basic;Partner Program;Healthcare;Growth;APAC;Japan;Osaka;2024-03-28;2024-05-12;Lost;361;46655,95;0,2;Parental Control Suite;Software;129
Proposal;Enterprise;Mid-Level;Basic;Webinar;Finance;Mature;North America;Canada;Quebec;2024-03-09;2024-05-12;Won;1389;138955,22;0,4;"E-reader Lite 6"" 8 GB";Devices;100
Qualification;Mid-Market;Principal;Standard;Partner Program;Retail;Emerging;LATAM;Brazil;Rio de Janeiro;2024-02-21;2024-05-13;Lost;280;44899,51;0,3;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Principal;Basic;Webinar;Manufacturing;Mature;EMEA;Spain;Catalonia;2023-12-25;2024-05-13;Lost;479;61841,08;0,7;Parental Control Suite;Software;129
Negotiation;Mid-Market;Principal;Standard;Email Campaign;Manufacturing;Emerging;LATAM;Mexico;Jalisco;2024-03-03;2024-05-14;Won;268;65511,41;0,6;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Senior;Standard;Digital Ads;Manufacturing;Mature;North America;United States;Washington;2024-04-30;2024-05-16;Won;322;58288,73;0,0;Office Suite Basic;Software;181
Negotiation;Mid-Market;Senior;Basic;Email Campaign;Finance;Growth;APAC;India;Maharashtra;2024-03-31;2024-05-16;Won;395;51031,28;0,6;Parental Control Suite;Software;129
Negotiation;Mid-Market;Senior;Premium;Webinar;Government;Mature;North America;Canada;Ontario;2024-04-26;2024-05-17;Won;37;29498,06;0,7;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Mid-Market;Junior;Premium;Webinar;Technology;Growth;APAC;Japan;Tokyo;2024-03-03;2024-05-18;Lost;24;34415,56;0,6;Onsite Training;Services;1382
Proposal;Enterprise;Mid-Level;Premium;Partner Program;Finance;Mature;North America;Canada;Ontario;2024-04-09;2024-05-18;Won;173;120244,62;0,4;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Senior;Basic;Partner Program;Manufacturing;Mature;North America;Canada;Ontario;2024-04-03;2024-05-18;Lost;189;22188,2;0,2;"Protective Case 6""";Accessories;117
Prospecting;Mid-Market;Principal;Premium;Email Campaign;Manufacturing;Mature;EMEA;Denmark;Hovedstaden;2024-04-25;2024-05-21;Won;49;42103,56;0,2;Extended Warranty;Services;855
Prospecting;Enterprise;Mid-Level;Premium;Webinar;Retail;Growth;APAC;Australia;New South Wales;2024-01-31;2024-05-21;Lost;212;165770,33;0,0;"E-reader Platinum 8"" 32 GB";Devices;780
Negotiation;Mid-Market;Senior;Basic;Webinar;Manufacturing;Mature;North America;Canada;British Columbia;2024-04-19;2024-05-21;Won;602;39783,76;0,7;Wireless Charger Pad;Accessories;66
Proposal;Enterprise;Mid-Level;Premium;Digital Ads;Finance;Growth;APAC;Japan;Tokyo;2024-05-03;2024-05-21;Won;192;150116,34;0,6;"E-reader Platinum 8"" 32 GB";Devices;780
Negotiation;Mid-Market;Mid-Level;Standard;Digital Ads;Finance;Emerging;LATAM;Brazil;Rio de Janeiro;2024-04-25;2024-05-22;Lost;232;56797,31;0,7;ReadingPlus Annual;Software;244
Proposal;Enterprise;Senior;Premium;Conference;Finance;Mature;North America;United States;California;2024-03-03;2024-05-23;Lost;70;96854,66;0,5;Onsite Training;Services;1382
Prospecting;Mid-Market;Mid-Level;Standard;Email Campaign;Manufacturing;Mature;EMEA;Spain;Catalonia;2024-04-24;2024-05-23;Lost;436;79035,78;0,2;Office Suite Basic;Software;181
Proposal;Mid-Market;Principal;Premium;Partner Program;Finance;Mature;North America;United States;California;2024-03-18;2024-05-24;Won;65;53739,18;0,5;Premium Support;Services;819
Proposal;Mid-Market;Principal;Premium;Webinar;Government;Mature;EMEA;France;Auvergne-Rhône-Alpes;2024-03-31;2024-05-24;Lost;107;74489,21;0,6;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Enterprise;Senior;Premium;Partner Program;Finance;Emerging;LATAM;Brazil;São Paulo;2024-04-16;2024-05-25;Lost;150;104186,75;0,2;"Tablet Pro 11"" 128 GB";Devices;694
Final Review;Mid-Market;Junior;Basic;Partner Program;Finance;Growth;APAC;Australia;New South Wales;2024-04-24;2024-05-25;Won;1615;46851,85;0,9;Stylus Pro;Accessories;29
